day,station,extreme,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2012-08-21,B,min,16.989,17.009,16.169,15.35,15.37,15.37,15.34,17.0,17.02,18.689,19.498,21.139,21.96,22.767,23.559,23.559,23.568,22.75,21.94,17.84,18.69,18.669,18.648,17.829
2012-08-22,A,max,18.42,18.422,18.421,18.421,16.781,17.602,18.423,18.421,19.24,20.88,21.702,22.521,23.341,24.161,24.16,24.16,23.341,23.341,20.061,20.06,19.241,19.241,19.241,19.24
2012-08-22,A,min,18.42,18.418,18.419,18.419,16.779,17.598,18.417,18.419,19.24,20.88,21.698,22.519,23.339,24.159,24.16,24.16,23.339,23.339,20.059,20.06,19.239,19.239,19.239,19.24
2012-08-22,B,min,17.799,17.779,17.789,17.79,16.15,16.969,17.81,17.829,18.66,20.31,21.14,21.939,22.759,23.55,23.58,23.549,22.699,22.719,19.45,19.45,18.648,18.659,18.64,18.63
2012-08-22,B,max,17.801,17.781,17.791,17.79,16.15,16.971,17.81,17.831,18.66,20.31,21.14,21.941,22.761,23.55,23.58,23.551,22.701,22.721,19.45,19.45,18.652,18.661,18.64,18.63
2012-08-23,A,max,19.241,18.42,18.421,18.42,18.421,18.421,17.601,18.42,20.06,21.701,23.341,24.161,24.982,26.62,24.98,24.98,24.16,24.162,23.341,22.521,21.701,21.7,20.881,20.062
2012-08-23,A,min,19.239,18.42,18.419,18.42,18.419,18.419,17.599,18.42,20.06,21.699,23.339,24.159,24.978,26.62,24.98,24.98,24.16,24.158,23.339,22.519,21.699,21.7,20.879,20.058
2012-08-23,B,min,18.6,17.809,17.79,17.789,17.8,17.779,16.98,17.779,19.429,21.039,22.7,23.529,24.379,25.99,24.319,24.349,23.51,23.51,22.709,21.869,21.078,21.049,20.228,19.4
2012-08-23,B,max,18.6,17.811,17.79,17.791,17.8,17.781,16.98,17.781,19.431,21.041,22.7,23.531,24.381,25.99,24.321,24.351,23.51,23.51,22.711,21.871,21.082,21.051,20.232,19.4
2012-08-24,A,max,20.062,19.24,20.062,19.241,19.241,19.241,18.42,19.24,20.062,22.522,24.16,24.162,24.16,25.8,24.981,24.161,24.16,23.34,22.52,22.52,21.701,21.7,21.7,20.881
2012-08-24,A,min,20.058,19.24,20.058,19.239,19.239,19.239,18.42,19.24,20.058,22.518,24.16,24.158,24.16,25.8,24.979,24.159,24.16,23.34,22.52,22.52,21.699,21.7,21.7,20.879
2012-08-24,B,min,19.389,18.579,19.429,18.58,18.58,18.559,17.74,18.569,19.389,21.85,23.509,23.539,23.539,25.159,24.339,23.539,23.569,22.78,21.96,21.959,21.127,21.129,21.14,20.329
2012-08-24,B,max,19.391,18.581,19.431,18.58,18.58,18.561,17.74,18.571,19.391,21.85,23.511,23.541,23.541,25.161,24.341,23.541,23.571,22.78,21.96,21.961,21.133,21.131,21.14,20.331
2012-08-25,A,max,21.701,20.88,20.061,20.06,20.061,19.241,19.24,19.24,20.06,20.881,21.7,22.521,22.52,22.52,20.061,19.243,20.06,20.062,20.061,19.24,18.42,18.422,18.421,18.421
2012-08-25,A,min,21.699,20.88,20.059,20.06,20.059,19.239,19.24,19.24,20.06,20.879,21.7,22.519,22.52,22.52,20.059,19.237,20.06,20.058,20.059,19.24,18.42,18.418,18.419,18.419
2012-08-25,B,min,21.14,20.32,19.469,19.46,19.459,18.629,18.608,18.609,19.46,20.3,21.117,21.95,21.97,21.96,19.489,18.699,19.519,19.528,19.549,18.739,17.92,17.92,17.949,17.95
2012-08-25,B,max,21.14,20.32,19.471,19.46,19.461,18.631,18.612,18.611,19.46,20.3,21.123,21.95,21.97,21.96,19.491,18.701,19.521,19.532,19.551,18.741,17.92,17.92,17.951,17.95
2012-08-26,A,max,19.241,19.24,19.242,19.24,19.24,19.241,18.42,19.242,20.88,20.881,23.341,23.34,22.522,20.061,19.24,19.241,19.24,19.24,19.241,19.241,19.241,19.241,18.42,18.421
2012-08-26,A,min,19.239,19.24,19.238,19.24,19.24,19.239,18.42,19.238,20.88,20.879,23.339,23.34,22.518,20.059,19.24,19.239,19.24,19.24,19.239,19.239,19.239,19.239,18.42,18.419
2012-08-26,B,min,18.779,18.77,18.768,18.789,18.78,18.779,17.99,18.789,20.429,20.4,22.83,22.86,22.029,19.56,18.709,18.679,18.679,18.689,18.678,18.66,18.658,18.649,17.819,17.829
2012-08-26,B,max,18.781,18.77,18.772,18.791,18.78,18.781,17.99,18.791,20.431,20.4,22.83,22.86,22.031,19.56,18.711,18.681,18.681,18.691,18.682,18.66,18.662,18.651,17.821,17.831
2012-08-27,A,max,18.421,18.421,18.42,18.42,18.421,18.421,18.42,20.06,20.061,20.061,22.521,23.34,24.161,24.161,25.801,25.802,25.802,25.8,24.982,23.34,23.341,22.521,21.7,21.7
2012-08-27,A,min,18.419,18.419,18.42,18.42,18.419,18.419,18.42,20.06,20.059,20.059,22.519,23.34,24.159,24.159,25.799,25.798,25.798,25.8,24.978,23.34,23.339,22.519,21.7,21.7
2012-08-27,B,min,17.799,17.829,17.859,17.89,17.898,17.92,17.95,19.589,19.579,19.599,22.068,22.888,23.739,23.76,25.398,25.418,25.448,25.419,24.63,22.969,22.939,22.12,21.307,21.34
2012-08-27,B,max,17.801,17.831,17.861,17.89,17.902,17.92,17.95,19.591,19.581,19.601,22.072,22.892,23.741,23.76,25.402,25.422,25.452,25.421,24.63,22.971,22.941,22.12,21.313,21.34
2012-08-28,A,max,21.701,20.88,20.88,20.061,20.06,20.061,20.061,20.06,20.06,21.702,23.342,24.98,25.801,26.622,27.441,26.621,26.621,25.8,24.981,23.34,22.521,22.521,21.7,20.881
2012-08-28,A,min,21.699,20.88,20.88,20.059,20.06,20.059,20.059,20.06,20.06,21.698,23.338,24.98,25.799,26.618,27.439,26.619,26.619,25.8,24.979,23.34,22.519,22.519,21.7,20.879
2012-08-28,B,min,21.369,20.56,20.57,19.78,19.779,19.78,19.75,19.749,19.77,21.428,23.079,24.729,25.549,26.37,27.209,26.408,26.409,25.59,24.739,23.069,22.28,22.28,21.43,20.579
2012-08-28,B,max,21.371,20.56,20.57,19.78,19.781,19.78,19.75,19.751,19.77,21.432,23.081,24.731,25.551,26.37,27.211,26.412,26.411,25.59,24.741,23.071,22.28,22.28,21.43,20.581
2012-08-29,A,max,20.062,19.24,18.422,18.42,17.601,17.601,17.6,19.241,20.061,21.702,22.521,22.52,24.16,23.341,24.16,24.16,24.161,24.981,23.34,21.703,20.881,20.061,20.061,20.061
2012-08-29,A,min,20.058,19.24,18.418,18.42,17.599,17.599,17.6,19.239,20.059,21.698,22.519,22.52,24.16,23.339,24.16,24.16,24.159,24.979,23.34,21.697,20.879,20.059,20.059,20.059
2012-08-29,B,min,19.74,18.939,18.108,18.13,17.279,17.298,17.319,18.98,19.79,21.449,22.289,22.278,23.889,23.06,23.868,23.87,23.88,24.729,23.09,21.479,20.668,19.829,19.86,19.88
2012-08-29,B,max,19.74,18.941,18.112,18.13,17.281,17.302,17.321,18.98,19.79,21.451,22.291,22.282,23.891,23.06,23.872,23.87,23.88,24.731,23.09,21.481,20.672,19.831,19.86,19.88
2012-08-30,A,max,19.24,19.241,18.42,18.421,18.422,18.421,17.6,19.24,20.06,21.702,22.52,24.161,24.16,24.161,24.162,25.8,25.801,26.62,25.801,24.161,23.341,22.521,21.701,21.702
2012-08-30,A,min,19.24,19.239,18.42,18.419,18.418,18.419,17.6,19.24,20.06,21.698,22.52,24.159,24.16,24.159,24.158,25.8,25.799,26.62,25.799,24.159,23.339,22.519,21.699,21.698
2012-08-30,B,min,19.089,19.09,18.289,18.309,18.309,18.288,17.479,19.13,19.959,21.6,22.389,24.05,24.059,24.079,24.108,25.77,25.749,26.599,25.769,24.15,23.309,22.49,21.669,21.659
2012-08-30,B,max,19.091,19.09,18.291,18.311,18.311,18.292,17.481,19.13,19.961,21.6,22.391,24.05,24.061,24.081,24.112,25.77,25.751,26.601,25.771,24.15,23.311,22.49,21.671,21.661
2012-08-31,A,max,20.881,20.881,20.062,20.061,19.24,19.241,19.241,19.24,21.701,23.341,24.162,28.261,28.26,29.081,29.901,29.901,29.901,29.081,28.261,25.8,25.802,24.16,24.16,23.342
2012-08-31,A,min,20.879,20.879,20.058,20.059,19.24,19.239,19.239,19.24,21.699,23.339,24.158,28.259,28.26,29.079,29.899,29.899,29.899,29.079,28.259,25.8,25.798,24.16,24.16,23.338
2012-08-31,B,min,20.839,20.829,20.04,20.07,19.219,19.189,19.18,19.149,21.599,23.228,24.069,28.159,28.159,28.96,29.75,29.718,29.72,28.909,28.099,25.609,25.59,23.95,23.979,23.138
2012-08-31,B,max,20.841,20.831,20.04,20.07,19.221,19.191,19.18,19.151,21.601,23.232,24.071,28.161,28.161,28.96,29.75,29.722,29.72,28.911,28.101,25.611,25.59,23.95,23.981,23.142
2012-09-01,A,max,23.34,22.521,21.701,21.7,21.702,20.881,20.882,23.341,24.162,24.161,24.981,25.8,25.8,26.621,28.262,28.261,27.44,26.621,26.62,24.982,24.161,19.24,20.06,20.062
2012-09-01,A,min,23.34,22.519,21.699,21.7,21.698,20.879,20.878,23.339,24.158,24.159,24.979,25.8,25.8,26.619,28.258,28.259,27.44,26.619,26.62,24.978,24.159,19.24,20.06,20.058
2012-09-01,B,min,23.168,22.359,21.539,21.53,21.54,20.719,20.709,23.189,24.04,24.027,24.859,25.71,25.71,26.559,28.17,28.179,27.328,26.48,26.469,24.849,24.04,19.119,19.969,19.959
2012-09-01,B,max,23.172,22.361,21.541,21.53,21.54,20.721,20.711,23.191,24.04,24.033,24.861,25.71,25.71,26.561,28.17,28.181,27.332,26.48,26.471,24.851,24.04,19.121,19.971,19.961
2012-09-02,A,max,20.061,20.061,20.06,20.062,20.062,20.061,20.06,20.061,20.88,21.701,22.521,23.341,23.34,22.521,22.52,23.34,23.342,24.16,23.341,21.702,21.7,21.7,20.88,20.06
2012-09-02,A,min,20.059,20.059,20.06,20.058,20.058,20.059,20.06,20.059,20.88,21.699,22.519,23.339,23.34,22.519,22.52,23.34,23.338,24.16,23.339,21.698,21.7,21.7,20.88,20.06
2012-09-02,B,min,19.99,20.0,20.028,20.029,20.009,20.04,20.009,19.98,20.779,21.599,22.45,23.239,23.238,22.449,22.428,23.28,23.299,24.139,23.299,21.66,21.67,21.7,20.889,20.089
2012-09-02,B,max,19.99,20.0,20.032,20.031,20.011,20.04,20.011,19.98,20.781,21.601,22.45,23.241,23.242,22.451,22.432,23.28,23.301,24.141,23.301,21.66,21.67,21.7,20.891,20.091
2012-09-03,A,max,20.061,20.881,20.06,20.062,20.06,20.06,20.061,20.88,21.7,21.701,23.34,23.341,24.162,24.16,23.341,23.341,23.341,23.341,23.34,22.521,22.52,22.521,21.7,21.7
2012-09-03,A,min,20.059,20.879,20.06,20.058,20.06,20.06,20.059,20.88,21.7,21.699,23.34,23.339,24.158,24.16,23.339,23.339,23.339,23.339,23.34,22.519,22.52,22.519,21.7,21.7
2012-09-03,B,min,20.059,20.898,20.069,20.1,20.13,20.139,20.13,20.939,21.789,21.769,23.389,23.36,24.168,24.14,23.319,23.319,23.349,23.38,23.399,22.609,22.61,22.589,21.77,21.769
2012-09-03,B,max,20.061,20.902,20.071,20.1,20.13,20.141,20.13,20.941,21.791,21.771,23.391,23.36,24.172,24.14,23.321,23.321,23.351,23.38,23.401,22.611,22.61,22.591,21.77,21.771
2012-09-04,A,max,21.7,20.88,20.881,20.062,20.06,20.061,20.88,20.882,21.7,22.52,22.521,23.34,24.161,25.8,25.801,25.801,24.16,24.16,24.16,24.162,23.34,23.341,23.341,22.52
2012-09-04,A,min,21.7,20.88,20.879,20.058,20.06,20.059,20.88,20.878,21.7,22.52,22.519,23.34,24.159,25.8,25.799,25.799,24.16,24.16,24.16,24.158,23.34,23.339,23.339,22.52
2012-09-04,B,min,21.77,20.949,20.92,20.079,20.088,20.069,20.92,20.919,21.739,22.578,22.599,23.41,24.229,25.849,25.878,25.859,24.188,24.189,24.189,24.219,23.4,23.41,23.39,22.55
2012-09-04,B,max,21.77,20.951,20.92,20.081,20.092,20.071,20.92,20.921,21.741,22.582,22.601,23.41,24.231,25.851,25.882,25.861,24.192,24.191,24.191,24.221,23.4,23.41,23.39,22.55
2012-09-05,A,max,22.521,21.701,21.702,21.7,21.701,21.701,21.701,21.701,22.521,23.341,24.162,24.981,24.981,25.801,26.622,24.98,24.16,24.161,24.161,23.341,22.521,22.52,22.522,21.702
2012-09-05,A,min,22.519,21.699,21.698,21.7,21.699,21.699,21.699,21.699,22.519,23.339,24.158,24.979,24.979,25.799,26.618,24.98,24.16,24.159,24.159,23.339,22.519,22.52,22.518,21.698
2012-09-05,B,min,22.54,21.749,21.759,21.76,21.769,21.789,21.789,21.819,22.638,23.469,24.319,25.14,25.148,25.94,26.759,25.109,24.29,24.28,24.259,23.43,22.629,22.628,22.639,21.82
2012-09-05,B,max,22.54,21.751,21.761,21.76,21.771,21.791,21.791,21.821,22.642,23.471,24.321,25.14,25.152,25.94,26.761,25.111,24.29,24.28,24.261,23.43,22.631,22.632,22.641,21.82
2012-09-06,A,max,21.702,21.701,22.521,21.7,21.7,21.7,21.702,21.7,21.7,20.061,20.06,21.7,22.521,22.521,23.341,23.341,23.341,23.34,22.521,20.881,20.062,19.241,19.241,19.241
2012-09-06,A,min,21.698,21.699,22.519,21.7,21.7,21.7,21.698,21.7,21.7,20.059,20.06,21.7,22.519,22.519,23.339,23.339,23.339,23.34,22.519,20.879,20.058,19.239,19.239,19.239
2012-09-06,B,min,21.84,21.818,22.649,21.8,21.819,21.83,21.84,21.82,21.84,20.219,20.25,21.919,22.769,22.79,23.609,23.619,23.639,23.658,22.839,21.219,20.39,19.559,19.54,19.54
2012-09-06,B,max,21.84,21.822,22.651,21.8,21.821,21.83,21.84,21.82,21.84,20.221,20.25,21.921,22.771,22.79,23.611,23.621,23.641,23.662,22.841,21.221,20.39,19.561,19.54,19.54
2012-09-07,A,max,19.24,18.422,18.421,18.421,18.422,18.421,18.421,19.24,20.06,21.702,22.522,24.161,24.98,25.803,25.801,25.8,25.8,24.981,24.161,23.343,22.521,21.7,21.7,20.06
2012-09-07,A,min,19.24,18.418,18.419,18.419,18.418,18.419,18.419,19.24,20.06,21.698,22.518,24.159,24.98,25.797,25.799,25.8,25.8,24.979,24.159,23.337,22.519,21.7,21.7,20.06
2012-09-07,B,min,19.548,18.73,18.729,18.759,18.74,18.739,18.709,19.538,20.34,21.99,22.83,24.479,25.299,26.109,26.12,26.139,26.109,25.26,24.45,23.62,22.779,21.928,21.929,20.3
2012-09-07,B,max,19.552,18.73,18.731,18.761,18.74,18.741,18.711,19.542,20.34,21.99,22.83,24.481,25.301,26.111,26.12,26.141,26.111,25.26,24.45,23.62,22.781,21.932,21.931,20.3
2012-09-08,A,min,20.06,20.059,20.059,20.057,20.059,20.06,20.059,20.059,21.699,21.7,23.339,24.16,25.799,26.62,26.62,15.96,15.958,16.78,16.78,16.779,16.778,17.6,16.779,16.78
2012-09-08,B,min,20.3,20.29,20.299,20.33,20.348,20.32,20.349,20.369,22.028,22.019,23.689,24.54,26.15,26.989,27.02,16.378,16.39,17.209,17.208,17.209,17.239,18.05,17.249,17.249
2012-09-08,B,max,20.3,20.29,20.301,20.33,20.352,20.32,20.351,20.371,22.032,22.021,23.691,24.54,26.15,26.991,27.02,16.382,16.39,17.211,17.212,17.211,17.241,18.05,17.251,17.251
2012-09-09,A,max,15.961,15.96,15.143,15.142,14.323,14.32,14.321,15.141,16.782,18.421,19.241,20.061,20.06,20.881,22.52,22.52,20.881,21.701,20.061,20.06,18.422,17.601,16.781,15.961
2012-09-09,A,min,15.959,15.96,15.137,15.138,14.317,14.32,14.319,15.139,16.778,18.419,19.239,20.059,20.06,20.879,22.52,22.52,20.879,21.699,20.059,20.06,18.418,17.599,16.779,15.959
2012-09-09,B,min,16.44,16.469,15.66,15.66,14.81,14.809,14.789,15.61,17.219,18.849,19.648,20.489,20.46,21.27,22.909,22.929,21.288,22.09,20.449,20.45,18.78,17.969,17.17,16.339
2012-09-09,B,max,16.44,16.471,15.66,15.66,14.81,14.811,14.791,15.61,17.221,18.851,19.652,20.491,20.46,21.27,22.911,22.931,21.292,22.09,20.451,20.45,18.78,17.971,17.17,16.341
2012-09-10,A,max,15.961,15.141,15.14,14.321,14.32,13.501,13.501,14.322,15.961,17.6,18.421,18.421,19.241,19.241,20.06,20.061,20.061,20.061,18.421,18.421,17.601,15.961,15.14,15.141
2012-09-10,A,min,15.959,15.139,15.14,14.319,14.32,13.499,13.499,14.318,15.959,17.6,18.419,18.419,19.239,19.239,20.06,20.059,20.059,20.059,18.419,18.419,17.599,15.959,15.14,15.139
2012-09-10,B,min,16.328,15.54,15.569,14.759,14.779,13.969,13.969,14.76,16.419,18.079,18.929,18.959,19.758,19.759,20.569,20.579,20.548,20.539,18.9,18.899,18.11,16.49,15.639,15.63
2012-09-10,B,max,16.332,15.54,15.571,14.761,14.781,13.971,13.971,14.76,16.421,18.081,18.931,18.961,19.762,19.761,20.571,20.581,20.552,20.541,18.9,18.901,18.11,16.49,15.641,15.63
2012-09-11,A,max,14.32,13.501,12.68,12.681,12.681,11.862,11.863,13.5,15.14,17.601,18.422,19.242,19.242,20.061,20.88,21.701,21.7,21.701,19.241,18.42,16.783,15.961,15.96,15.14
2012-09-11,A,min,14.32,13.499,12.68,12.679,12.679,11.858,11.857,13.5,15.14,17.599,18.418,19.238,19.238,20.059,20.88,21.699,21.7,21.699,19.239,18.42,16.777,15.959,15.96,15.14
2012-09-11,B,min,14.839,14.049,13.199,13.18,13.149,12.319,12.318,13.939,15.598,18.06,18.849,19.699,19.71,20.55,21.35,22.199,22.199,22.22,19.769,18.929,17.259,16.46,16.449,15.63
2012-09-11,B,max,14.841,14.051,13.201,13.18,13.151,12.321,12.322,13.941,15.602,18.06,18.851,19.701,19.71,20.55,21.35,22.201,22.201,22.22,19.771,18.931,17.261,16.46,16.451,15.63
2012-09-12,A,max,14.32,14.321,14.321,13.5,13.501,13.501,13.501,14.32,15.96,17.601,18.422,20.061,20.881,21.7,21.701,22.521,22.522,21.701,20.06,19.24,18.42,17.6,15.96,15.96
2012-09-12,A,min,14.32,14.319,14.319,13.5,13.499,13.499,13.499,14.32,15.96,17.599,18.418,20.059,20.879,21.7,21.699,22.519,22.518,21.699,20.06,19.24,18.42,17.6,15.96,15.96
2012-09-12,B,min,14.82,14.827,14.848,14.03,14.0,14.03,14.019,14.859,16.509,18.139,18.939,20.59,21.38,22.179,22.209,23.029,23.039,22.209,20.58,19.74,18.92,18.088,16.419,16.419
2012-09-12,B,max,14.82,14.833,14.852,14.03,14.0,14.03,14.021,14.861,16.511,18.141,18.941,20.59,21.38,22.181,22.211,23.031,23.041,22.211,20.58,19.74,18.92,18.092,16.421,16.421
2012-09-13,A,max,15.96,15.141,15.141,14.321,14.321,14.32,13.502,15.141,15.96,17.602,19.241,20.061,20.882,21.7,22.522,22.52,22.52,22.52,20.881,19.24,18.421,18.421,17.6,16.78
2012-09-13,B,min,16.429,15.609,15.62,14.82,14.82,14.819,13.999,15.618,16.429,18.078,19.74,20.588,21.439,22.269,23.09,23.07,23.04,23.039,21.4,19.75,18.908,18.909,18.09,17.24
2012-09-13,B,max,16.431,15.611,15.62,14.82,14.82,14.821,14.001,15.622,16.431,18.082,19.74,20.592,21.441,22.271,23.09,23.07,23.04,23.041,21.4,19.75,18.912,18.911,18.09,17.24
2012-09-14,A,max,15.96,15.961,15.961,15.141,15.14,15.141,15.14,15.96,17.6,18.421,20.88,20.882,21.701,21.702,22.522,22.52,22.521,22.522,22.522,20.88,20.061,19.242,18.42,18.421
2012-09-14,A,min,15.96,15.959,15.959,15.139,15.14,15.139,15.14,15.96,17.6,18.419,20.88,20.878,21.699,21.698,22.518,22.52,22.519,22.518,22.518,20.88,20.059,19.238,18.42,18.419
2012-09-14,B,min,16.419,16.449,16.419,15.609,15.599,15.608,15.629,16.42,18.069,18.919,21.359,21.33,22.139,22.158,22.99,23.009,23.008,22.999,22.98,21.369,20.549,19.75,18.918,18.929
2012-09-14,B,max,16.421,16.451,16.421,15.611,15.601,15.612,15.631,16.42,18.071,18.921,21.361,21.33,22.141,22.162,22.99,23.011,23.012,23.001,22.98,21.371,20.551,19.75,18.922,18.931
2012-09-15,A,max,17.602,17.601,16.781,17.6,17.601,16.781,15.142,15.14,15.96,17.6,18.42,19.243,20.062,20.882,20.883,20.882,20.06,20.06,19.241,18.422,17.6,15.96,15.96,15.141
2012-09-15,A,min,17.598,17.599,16.779,17.6,17.599,16.779,15.138,15.14,15.96,17.6,18.42,19.237,20.058,20.878,20.877,20.878,20.06,20.06,19.239,18.418,17.6,15.96,15.96,15.139
2012-09-15,B,min,18.08,18.09,17.29,18.11,18.108,17.279,15.65,15.648,16.5,18.14,18.959,19.778,20.569,21.36,21.33,21.32,20.509,20.5,19.659,18.848,18.009,16.349,16.349,15.548
2012-09-15,B,max,18.08,18.09,17.29,18.11,18.112,17.281,15.65,15.652,16.5,18.14,18.961,19.782,20.571,21.36,21.33,21.32,20.511,20.5,19.661,18.852,18.011,16.351,16.351,15.552
2012-09-16,A,max,15.14,15.142,14.32,13.5,13.5,13.502,13.501,13.501,15.141,16.781,18.421,19.241,20.061,19.242,20.06,19.24,19.24,20.06,18.42,18.421,17.6,17.601,15.96,15.14
2012-09-16,A,min,15.14,15.138,14.32,13.5,13.5,13.498,13.499,13.499,15.139,16.779,18.419,19.239,20.059,19.238,20.06,19.24,19.24,20.06,18.42,18.419,17.6,17.599,15.96,15.14
2012-09-16,B,min,15.519,15.519,14.699,13.848,13.83,13.827,13.799,13.799,15.41,17.039,18.669,19.48,20.3,19.5,20.319,19.519,19.499,20.3,18.679,18.649,17.8,17.82,16.189,15.369
2012-09-17,A,max,15.141,14.32,14.32,13.5,13.502,12.68,12.68,14.32,15.14,16.781,18.42,18.421,18.422,19.24,19.241,19.24,19.242,19.24,18.421,18.42,18.422,18.421,18.421,17.601
2012-09-17,A,min,15.139,14.32,14.32,13.5,13.498,12.68,12.68,14.32,15.14,16.779,18.42,18.419,18.418,19.24,19.239,19.24,19.238,19.24,18.419,18.42,18.418,18.419,18.419,17.599
2012-09-17,B,min,15.34,14.529,14.509,13.688,13.719,12.87,12.87,14.51,15.339,16.96,18.619,18.589,18.61,19.399,19.4,19.399,19.429,19.459,18.619,18.628,18.639,18.629,18.62,17.829
2012-09-17,B,max,15.34,14.531,14.511,13.692,13.721,12.87,12.87,14.51,15.341,16.96,18.621,18.591,18.61,19.401,19.4,19.401,19.431,19.461,18.621,18.632,18.641,18.631,18.62,17.831
2012-09-18,A,max,17.601,17.6,17.6,18.42,18.42,19.24,19.241,19.242,20.06,20.061,20.88,20.88,20.88,21.702,17.601,17.601,17.6,17.601,17.6,17.6,17.6,17.602,16.78,15.961
2012-09-18,A,min,17.599,17.6,17.6,18.42,18.42,19.24,19.239,19.238,20.06,20.059,20.88,20.88,20.88,21.698,17.599,17.599,17.6,17.599,17.6,17.6,17.6,17.598,16.78,15.959
2012-09-18,B,min,17.819,17.809,17.81,18.64,18.639,19.449,19.45,19.48,20.319,20.33,21.15,21.14,21.14,21.958,17.859,17.859,17.87,17.87,17.869,17.85,17.879,17.909,17.09,16.27
2012-09-18,B,max,17.821,17.811,17.81,18.64,18.641,19.451,19.45,19.48,20.321,20.33,21.15,21.14,21.14,21.962,17.861,17.861,17.87,17.87,17.871,17.85,17.881,17.911,17.09,16.27
2012-09-19,A,max,15.962,15.141,15.142,14.321,14.32,14.321,14.321,14.32,14.322,15.14,15.961,17.603,17.601,17.601,18.421,18.42,18.421,17.602,16.781,15.96,14.321,13.5,13.501,12.681
2012-09-19,A,min,15.958,15.139,15.138,14.319,14.32,14.319,14.319,14.32,14.318,15.14,15.959,17.597,17.599,17.599,18.419,18.42,18.419,17.598,16.779,15.96,14.319,13.5,13.499,12.679
2012-09-19,B,max,16.251,15.431,15.41,14.592,14.621,14.651,14.63,14.631,14.65,15.441,16.26,17.921,17.892,17.871,18.68,18.661,18.69,17.872,17.08,16.27,14.62,13.8,13.81,12.99
2012-09-20,A,max,13.5,11.861,11.86,11.041,11.041,11.041,11.041,11.861,13.501,15.96,16.781,18.421,18.421,19.241,19.24,20.061,19.241,19.242,17.601,16.782,15.96,15.96,15.14,15.14
2012-09-20,A,min,13.5,11.859,11.86,11.039,11.039,11.039,11.039,11.859,13.499,15.96,16.779,18.419,18.419,19.239,19.24,20.059,19.239,19.238,17.599,16.778,15.96,15.96,15.14,15.14
2012-09-20,B,min,13.819,12.18,12.208,11.358,11.39,11.37,11.378,12.23,13.869,16.32,17.119,18.73,18.727,19.538,19.57,20.359,19.509,19.497,17.829,17.009,16.159,16.179,15.389,15.4
2012-09-20,B,max,13.821,12.18,12.212,11.362,11.39,11.37,11.382,12.23,13.871,16.32,17.121,18.73,18.733,19.542,19.57,20.361,19.511,19.503,17.831,17.011,16.161,16.181,15.391,15.4
2012-09-21,A,max,15.141,14.321,14.321,13.501,13.5,13.5,13.501,14.32,15.14,16.781,18.42,20.061,20.881,21.702,21.701,21.7,21.701,20.881,20.061,19.24,18.421,17.602,17.6,17.602
2012-09-21,A,min,15.139,14.319,14.319,13.499,13.5,13.5,13.499,14.32,15.14,16.779,18.42,20.059,20.879,21.698,21.699,21.7,21.699,20.879,20.059,19.24,18.419,17.598,17.6,17.598
2012-09-21,B,min,15.398,14.59,14.579,13.78,13.799,13.828,13.85,14.69,15.51,17.149,18.758,20.4,21.219,22.04,22.02,22.019,22.009,21.159,20.309,19.51,18.669,17.879,17.91,17.9
2012-09-21,B,max,15.402,14.59,14.581,13.78,13.801,13.832,13.85,14.69,15.51,17.151,18.762,20.4,21.221,22.04,22.02,22.021,22.011,21.161,20.311,19.51,18.671,17.881,17.91,17.9
2012-09-22,A,max,17.601,16.78,15.961,15.96,15.96,15.961,15.96,16.78,17.6,19.241,20.061,21.701,22.52,23.341,24.16,23.34,23.341,23.34,22.521,21.701,21.701,19.241,18.421,18.42
2012-09-22,A,min,17.599,16.78,15.959,15.96,15.96,15.959,15.96,16.78,17.6,19.239,20.059,21.699,22.52,23.339,24.16,23.34,23.339,23.34,22.519,21.699,21.699,19.239,18.419,18.42
2012-09-22,B,max,17.881,17.041,16.201,16.191,16.2,16.2,16.182,17.001,17.832,19.461,20.281,21.91,22.731,23.551,24.37,23.541,23.571,23.581,22.772,21.982,21.991,19.501,18.662,18.632
2012-09-23,A,max,18.42,15.14,14.321,12.68,11.86,11.861,11.04,11.86,12.68,13.5,15.14,15.961,15.96,17.601,17.6,17.6,17.602,15.96,15.141,14.322,14.32,14.321,14.32,13.501
2012-09-23,A,min,18.42,15.14,14.319,12.68,11.86,11.859,11.04,11.86,12.68,13.5,15.14,15.959,15.96,17.599,17.6,17.6,17.598,15.96,15.139,14.318,14.32,14.319,14.32,13.499
2012-09-23,B,min,18.618,15.36,14.518,12.868,12.078,12.049,11.229,12.03,12.829,13.678,15.308,16.109,16.089,17.729,17.759,17.76,17.77,16.118,15.308,14.5,14.499,14.519,14.55,13.75
2012-09-23,B,max,18.622,15.36,14.522,12.872,12.082,12.051,11.231,12.03,12.831,13.682,15.312,16.111,16.091,17.731,17.761,17.76,17.77,16.122,15.312,14.5,14.501,14.521,14.55,13.75
2012-09-24,A,max,11.86,11.861,11.86,11.86,11.042,11.861,11.86,11.861,13.503,14.32,15.14,15.961,15.96,17.6,17.6,17.6,16.78,16.782,15.14,14.32,14.32,13.5,13.501,11.86
